BOROUGH,BUILDING_CLASS,RESIDENTIAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,TAX_CLASS,SALE_PRICE,AGE,STORIES
BROOKLYN,TWO-FAMILY HOME,2,1833,2416,Class 1,995000,118.032.313,1
BROOKLYN,TWO-FAMILY HOME,2,1407,2358,Class 1,1220000,118.432.313,2
BROOKLYN,TWO-FAMILY HOME,2,1407,2358,Class 1,800000,118.199.436,2
BROOKLYN,TWO-FAMILY HOME,2,1833,2436,Class 1,850000,117.889.847,1
BROOKLYN,TWO-FAMILY HOME,2,1800,2524,Class 1,1135000,118.051.491,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2680,Class 1,431000,118.188.477,1
BROOKLYN,TWO-FAMILY HOME,2,2000,3080,Class 1,1230000,11.825.971,2
BROOKLYN,TWO-FAMILY HOME,2,1592,2121,Class 1,500000,117.821.354,1
BROOKLYN,TWO-FAMILY HOME,2,1542,1530,Class 1,730000,11.806.519,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2048,Class 1,1230000,117.782.998,1
BROOKLYN,TWO-FAMILY HOME,2,1750,3570,Class 1,1050000,11.846.005,2
BROOKLYN,TWO-FAMILY HOME,2,1919,1548,Class 1,905000,116.204.916,1
BROOKLYN,TWO-FAMILY HOME,2,2500,1585,Class 1,800000,11.625.971,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2800,Class 1,900000,115.988.477,1
BROOKLYN,TWO-FAMILY HOME,2,1667,1600,Class 1,640000,117.799.436,1
BROOKLYN,TWO-FAMILY HOME,2,1372,1890,Class 1,1185000,116.207.656,1
BROOKLYN,TWO-FAMILY HOME,2,1480,1944,Class 1,745000,116.572.039,1
BROOKLYN,TWO-FAMILY HOME,2,1480,1944,Class 1,460000,11.615.834,1
BROOKLYN,TWO-FAMILY HOME,2,1346,1673,Class 1,570000,116.311.765,1
BROOKLYN,TWO-FAMILY HOME,2,1600,1784,Class 1,600000,116.454.231,1
BROOKLYN,TWO-FAMILY HOME,2,1577,1680,Class 1,861500,116.528.203,1
BROOKLYN,TWO-FAMILY HOME,2,2260,1854,Class 1,615000,116.046.012,1
BROOKLYN,TWO-FAMILY HOME,2,1567,1168,Class 1,475000,11.596.656,1
BROOKLYN,TWO-FAMILY HOME,2,1983,1944,Class 1,1100000,24.925.457,1
BROOKLYN,TWO-FAMILY HOME,2,1983,1944,Class 1,1100000,21.835.046,1
BROOKLYN,TWO-FAMILY HOME,2,1983,1944,Class 1,999000,24.643.379,1
BROOKLYN,TWO-FAMILY HOME,2,2850,2010,Class 1,1110000,23.722.831,1
BROOKLYN,TWO-FAMILY HOME,2,1875,3025,Class 1,920000,13.128.196,2
BROOKLYN,TWO-FAMILY HOME,2,1875,2532,Class 1,1200000,118.111.765,1
BROOKLYN,TWO-FAMILY HOME,2,1783,2139,Class 1,999000,116.676.149,1
BROOKLYN,TWO-FAMILY HOME,2,1900,3420,Class 1,900500,115.985.738,2
BROOKLYN,TWO-FAMILY HOME,2,1667,1752,Class 1,750000,115.985.738,1
BROOKLYN,TWO-FAMILY HOME,2,1700,2380,Class 1,990000,116.550.121,1
BROOKLYN,TWO-FAMILY HOME,2,1733,2079,Class 1,400000,107.519.984,1
BROOKLYN,TWO-FAMILY HOME,2,1875,2139,Class 1,900000,102.407.648,1
BROOKLYN,TWO-FAMILY HOME,2,1875,2139,Class 1,1060000,118.684.368,1
BROOKLYN,TWO-FAMILY HOME,2,1800,2268,Class 1,980000,107.292.587,1
BROOKLYN,TWO-FAMILY HOME,2,1750,2100,Class 1,750000,107.229.573,1
BROOKLYN,TWO-FAMILY HOME,2,1875,3000,Class 1,1200000,106.906.286,2
BROOKLYN,TWO-FAMILY HOME,2,1875,2364,Class 1,455523,107.522.724,1
BROOKLYN,TWO-FAMILY HOME,2,1875,2364,Class 1,461491,107.010.395,1
BROOKLYN,TWO-FAMILY HOME,2,1800,1936,Class 1,880000,118.147.382,1
BROOKLYN,TWO-FAMILY HOME,2,1800,1936,Class 1,300000,118.029.573,1
BROOKLYN,TWO-FAMILY HOME,2,2200,3168,Class 1,1175000,11.846.519,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1900,Class 1,900000,11.816.382,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2700,Class 1,218500,118.229.573,1
BROOKLYN,TWO-FAMILY HOME,2,1600,2400,Class 1,995000,11.836.108,2
BROOKLYN,TWO-FAMILY HOME,2,1667,2100,Class 1,495000,118.202.176,1
BROOKLYN,TWO-FAMILY HOME,2,1800,2268,Class 1,925000,118.141.902,1
BROOKLYN,TWO-FAMILY HOME,2,1800,2268,Class 1,849750,118.010.395,1
BROOKLYN,TWO-FAMILY HOME,2,1530,2160,Class 1,851768,118.092.587,1
BROOKLYN,TWO-FAMILY HOME,2,1216,1824,Class 1,750000,87.413.128,2
BROOKLYN,TWO-FAMILY HOME,2,1875,2025,Class 1,1165000,11.616.382,1
BROOKLYN,TWO-FAMILY HOME,2,1925,2022,Class 1,385000,111.782.998,1
BROOKLYN,TWO-FAMILY HOME,2,1958,1840,Class 1,235513,23.966.667,1
BROOKLYN,TWO-FAMILY HOME,2,1900,2888,Class 1,690000,11.795.834,2
BROOKLYN,TWO-FAMILY HOME,2,2000,2280,Class 1,500000,118.552.861,1
BROOKLYN,TWO-FAMILY HOME,2,2500,1364,Class 1,685000,118.415.875,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2800,Class 1,853818,118.588.477,1
BROOKLYN,TWO-FAMILY HOME,2,2000,3200,Class 1,999999,118.541.902,2
BROOKLYN,TWO-FAMILY HOME,2,2000,2400,Class 1,1120000,117.991.217,1
BROOKLYN,TWO-FAMILY HOME,2,1667,2001,Class 1,950000,118.487.108,1
BROOKLYN,TWO-FAMILY HOME,2,1586,1508,Class 1,250000,117.972.039,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2520,Class 1,1135000,117.952.861,1
BROOKLYN,TWO-FAMILY HOME,2,2913,2220,Class 1,450000,118.495.327,1
BROOKLYN,TWO-FAMILY HOME,2,2000,3200,Class 1,850000,10.756.656,2
BROOKLYN,TWO-FAMILY HOME,2,1250,1689,Class 1,801899,10.218.847,1
BROOKLYN,TWO-FAMILY HOME,2,1900,2665,Class 1,875000,118.024.094,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2400,Class 1,790000,11.776.382,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2400,Class 1,1100000,117.854.231,1
BROOKLYN,TWO-FAMILY HOME,2,1667,3000,Class 1,998000,102.484.361,2
BROOKLYN,TWO-FAMILY HOME,2,1800,3240,Class 1,925000,118.550.121,2
BROOKLYN,TWO-FAMILY HOME,2,1667,3000,Class 1,925000,116.467.929,2
BROOKLYN,TWO-FAMILY HOME,2,1400,2174,Class 1,1100000,118.224.094,2
BROOKLYN,TWO-FAMILY HOME,2,2125,1260,Class 1,270000,107.676.149,1
BROOKLYN,TWO-FAMILY HOME,2,2500,1384,Class 1,500000,9.739.395,1
BROOKLYN,TWO-FAMILY HOME,2,1667,1680,Class 1,1190000,11.576.108,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1440,2430,Class 1,1200000,118.369.299,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2500,2400,Class 1,755000,118.024.094,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1875,3376,Class 1,1112500,118.396.697,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1875,3332,Class 1,1125000,11.795.834,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1700,2295,Class 1,975000,118.013.135,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,3360,Class 1,600000,118.511.765,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,3300,Class 1,450000,118.125.464,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1500,3300,Class 1,1185000,118.607.656,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2175,3588,Class 1,1230000,118.607.656,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2700,Class 1,450000,118.067.929,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1900,3620,Class 1,1210000,118.528.203,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1600,2988,Class 1,685000,118.084.368,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1992,3316,Class 1,670000,117.892.587,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1917,3168,Class 1,995000,10.972.032,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1400,2364,Class 1,638000,116.051.491,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1875,2466,Class 1,750000,118.311.765,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1733,3276,Class 1,1150000,107.328.203,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1917,2565,Class 1,1150000,118.144.642,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1758,2571,Class 1,950000,118.235.053,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,3450,Class 1,1200000,118.150.121,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,3300,Class 1,1200000,118.415.875,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2880,Class 1,1050000,107.029.573,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1500,3000,Class 1,1070000,118.426.834,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1500,3000,Class 1,150000,117.881.628,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1600,1800,Class 1,940000,86.243.265,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1900,3040,Class 1,472500,107.621.354,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,3300,Class 1,995000,107.139.162,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,3360,Class 1,1100000,107.525.464,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1917,2703,Class 1,990000,118.533.683,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2500,3168,Class 1,999999,116.243.272,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1983,3332,Class 1,1225000,118.503.546,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1700,2856,Class 1,915000,117.969.299,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1875,3300,Class 1,210000,115.854.231,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1600,2160,Class 1,1125000,11.816.656,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1360,2520,Class 1,1045000,11.785.971,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2500,3256,Class 1,1050000,116.681.628,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2500,3300,Class 1,575000,102.043.265,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1833,3448,Class 1,511000,118.706.286,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1448,1920,Class 1,975000,115.854.231,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1917,3440,Class 1,1100000,111.892.587,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1683,3500,Class 1,500000,118.254.231,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1683,3500,Class 1,835000,11.856.656,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2050,3444,Class 1,1210000,117.813.135,2
BROOKLYN,OVER-THREE FAMILY HOME,3,1401,2892,Class 1,1160000,118.656.971,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2400,2752,Class 1,950000,115.851.491,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1617,3124,Class 1,995000,116.221.354,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2140,3600,Class 1,367732,116.377.519,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,1868,Class 1,1100000,118.607.656,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,1868,Class 1,940000,117.947.382,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1850,2490,Class 1,1150000,11.776.382,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2100,3424,Class 1,815848,117.802.176,2
BROOKLYN,OVER-THREE FAMILY HOME,4,2017,3069,Class 2,1400000,86.703.539,2
BROOKLYN,OVER-THREE FAMILY HOME,4,1800,2880,Class 2,1300000,85.741.895,2
BROOKLYN,OVER-THREE FAMILY HOME,4,2000,2520,Class 2,1350000,85.821.347,1
BROOKLYN,OVER-THREE FAMILY HOME,4,2000,2700,Class 2,750000,86.358.333,1
BROOKLYN,OVER-THREE FAMILY HOME,4,2000,2700,Class 2,1390000,86.128.196,1
BROOKLYN,TWO-FAMILY HOME,2,2092,1592,Class 1,670000,9.178.847,1
BROOKLYN,TWO-FAMILY HOME,2,1872,1810,Class 1,950000,91.974.772,1
BROOKLYN,TWO-FAMILY HOME,2,2500,1600,Class 1,915000,87.215.868,1
BROOKLYN,TWO-FAMILY HOME,2,1700,1518,Class 1,830000,9.259.395,1
BROOKLYN,TWO-FAMILY HOME,2,1700,1518,Class 1,820000,92.358.333,1
BROOKLYN,TWO-FAMILY HOME,2,2300,1580,Class 1,1088000,102.498.059,1
BROOKLYN,TWO-FAMILY HOME,2,2300,1580,Class 1,921000,102.152.854,1
BROOKLYN,TWO-FAMILY HOME,2,1280,1585,Class 1,790000,76.719.977,1
BROOKLYN,TWO-FAMILY HOME,2,1667,1320,Class 1,845000,9.679.121,1
BROOKLYN,TWO-FAMILY HOME,2,2400,1608,Class 1,999000,102.213.128,1
BROOKLYN,TWO-FAMILY HOME,2,2173,1426,Class 1,1043000,86.758.333,1
BROOKLYN,TWO-FAMILY HOME,2,2210,1473,Class 1,360000,86.824.087,1
BROOKLYN,TWO-FAMILY HOME,2,2400,1440,Class 1,1075000,86.744.635,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2488,Class 1,998000,106.788.477,1
BROOKLYN,TWO-FAMILY HOME,2,3333,2061,Class 1,980000,8.698.847,1
BROOKLYN,TWO-FAMILY HOME,2,3333,1730,Class 1,833000,91.758.333,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2200,Class 1,950000,96.774.772,1
BROOKLYN,TWO-FAMILY HOME,2,2316,1692,Class 1,910000,86.856.963,1
BROOKLYN,TWO-FAMILY HOME,2,2500,1769,Class 1,1145000,86.818.607,1
BROOKLYN,TWO-FAMILY HOME,2,1750,1050,Class 1,690000,82.443.265,1
BROOKLYN,TWO-FAMILY HOME,2,1750,1050,Class 1,720000,81.796.689,1
BROOKLYN,TWO-FAMILY HOME,2,1850,2424,Class 1,950000,11.626.519,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1264,Class 1,983000,87.141.895,1
BROOKLYN,TWO-FAMILY HOME,2,1833,2492,Class 1,980000,876.871,1
BROOKLYN,TWO-FAMILY HOME,2,1833,1611,Class 1,970000,87.046.005,1
BROOKLYN,TWO-FAMILY HOME,2,2500,2560,Class 1,985000,86.854.224,1
BROOKLYN,TWO-FAMILY HOME,2,2250,1797,Class 1,950000,92.517.237,1
BROOKLYN,TWO-FAMILY HOME,2,2000,3392,Class 1,660000,11.596.656,2
BROOKLYN,TWO-FAMILY HOME,2,2425,2100,Class 1,1230000,87.717.237,1
BROOKLYN,TWO-FAMILY HOME,2,4000,2648,Class 1,1210000,102.024.087,1
BROOKLYN,TWO-FAMILY HOME,2,1700,1355,Class 1,720000,9.758.847,1
BROOKLYN,TWO-FAMILY HOME,2,2400,2149,Class 1,995000,87.415.868,1
BROOKLYN,TWO-FAMILY HOME,2,2400,2149,Class 1,272800,86.761.073,1
BROOKLYN,TWO-FAMILY HOME,2,4000,2109,Class 1,830000,87.106.279,1
BROOKLYN,TWO-FAMILY HOME,2,4000,2109,Class 1,830000,87.106.279,1
BROOKLYN,TWO-FAMILY HOME,2,2500,2680,Class 1,1185000,91.777.511,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2024,Class 1,1080000,101.900.799,1
BROOKLYN,TWO-FAMILY HOME,2,1500,1332,Class 1,825000,86.840.525,1
BROOKLYN,TWO-FAMILY HOME,2,1656,1368,Class 1,895000,87.067.922,1
BROOKLYN,TWO-FAMILY HOME,2,2488,1216,Class 1,1100000,86.813.128,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2172,Class 1,998000,86.898.059,1
BROOKLYN,TWO-FAMILY HOME,2,2040,2160,Class 1,1230000,87.530.936,1
BROOKLYN,TWO-FAMILY HOME,2,2500,2280,Class 1,399000,87.007.648,1
BROOKLYN,TWO-FAMILY HOME,2,3067,1940,Class 1,1239800,92.166.553,1
BROOKLYN,TWO-FAMILY HOME,2,2450,2620,Class 1,980000,9.738.847,1
BROOKLYN,TWO-FAMILY HOME,2,2308,1976,Class 1,1050000,91.854.224,1
BROOKLYN,TWO-FAMILY HOME,2,2600,1772,Class 1,1196000,86.985.731,1
BROOKLYN,TWO-FAMILY HOME,2,2500,1707,Class 1,1125000,92.410.388,1
BROOKLYN,TWO-FAMILY HOME,2,1683,1400,Class 1,730000,91.843.265,1
BROOKLYN,TWO-FAMILY HOME,2,3000,3327,Class 1,1200000,46.755.594,1
BROOKLYN,TWO-FAMILY HOME,2,2600,1692,Class 1,950000,9.678.847,1
BROOKLYN,TWO-FAMILY HOME,2,3058,2148,Class 1,700000,92.525.457,1
BROOKLYN,TWO-FAMILY HOME,2,3000,1959,Class 1,900000,101.867.922,1
BROOKLYN,TWO-FAMILY HOME,2,1260,1152,Class 1,860000,97.243.265,1
BROOKLYN,TWO-FAMILY HOME,2,3000,2480,Class 1,1100000,92.552.854,1
BROOKLYN,TWO-FAMILY HOME,2,3000,2200,Class 1,1150000,96.851.484,1
BROOKLYN,TWO-FAMILY HOME,2,1800,1683,Class 1,750000,66.747.374,1
BROOKLYN,TWO-FAMILY HOME,2,2000,1800,Class 1,880000,71.802.169,1
BROOKLYN,TWO-FAMILY HOME,2,3000,1572,Class 1,1135000,8.758.847,1
BROOKLYN,TWO-FAMILY HOME,2,2350,1794,Class 1,900000,96.947.374,1
BROOKLYN,TWO-FAMILY HOME,2,2033,1200,Class 1,899000,71.939.155,1
BROOKLYN,TWO-FAMILY HOME,2,2280,1800,Class 1,930000,71.961.073,1
BROOKLYN,TWO-FAMILY HOME,2,2156,2100,Class 1,988000,87.467.922,1
BROOKLYN,TWO-FAMILY HOME,2,2000,720,Class 1,1060000,118.698.066,1
BROOKLYN,TWO-FAMILY HOME,2,1426,1509,Class 1,765000,82.465.183,1
BROOKLYN,TWO-FAMILY HOME,2,2400,2320,Class 1,980000,96.826.826,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2500,Class 1,1050000,47.418.607,1
BROOKLYN,TWO-FAMILY HOME,2,2383,1960,Class 1,980000,870.871,1
BROOKLYN,TWO-FAMILY HOME,2,2475,1840,Class 1,200000,86.766.553,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2080,Class 1,830000,8.199.395,1
BROOKLYN,TWO-FAMILY HOME,2,1600,1440,Class 1,870000,82.029.566,1
BROOKLYN,TWO-FAMILY HOME,2,1680,1403,Class 1,530000,92.456.963,1
BROOKLYN,TWO-FAMILY HOME,2,1600,1504,Class 1,680000,92.163.813,1
BROOKLYN,TWO-FAMILY HOME,2,2500,1781,Class 1,1195000,97.703.539,1
BROOKLYN,TWO-FAMILY HOME,2,3333,1824,Class 1,1080000,97.210.388,1
BROOKLYN,TWO-FAMILY HOME,2,2200,1368,Class 1,888000,91.747.374,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2340,Class 1,1150000,92.152.854,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2083,2800,Class 1,1180000,72.572.032,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2254,Class 1,1230000,87.522.717,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2640,Class 1,1200000,82.139.155,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2492,Class 1,990000,7.678.847,1
BROOKLYN,OVER-THREE FAMILY HOME,3,1800,1448,Class 1,988000,86.900.799,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2667,2098,Class 1,975000,91.785.731,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2163,2538,Class 1,1095000,77.410.388,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2125,2538,Class 1,990000,76.719.977,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2615,Class 1,1170000,67.078.881,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2483,2016,Class 1,1115000,87.166.553,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2642,2328,Class 1,990000,8.718.847,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2500,2400,Class 1,1210000,81.761.073,1
BROOKLYN,OVER-THREE FAMILY HOME,4,2700,3344,Class 2,400000,86.580.251,1
BROOKLYN,OVER-THREE FAMILY HOME,4,2800,3510,Class 2,250000,86.665.183,1
BROOKLYN,OVER-THREE FAMILY HOME,4,2000,3200,Class 2,1295000,86.607.648,2
BROOKLYN,OVER-THREE FAMILY HOME,4,2567,3280,Class 2,463108,86.372.032,1
BROOKLYN,OVER-THREE FAMILY HOME,4,2550,3040,Class 2,1160000,85.802.169,1
BROOKLYN,OVER-THREE FAMILY HOME,6,2800,5040,Class 2,1250000,90.051.484,2
BROOKLYN,OVER-THREE FAMILY HOME,4,2500,3034,Class 2,1450000,9.359.121,1
BROOKLYN,TWO-FAMILY HOME,2,2865,1372,Class 1,625000,31.374.772,1
BROOKLYN,TWO-FAMILY HOME,2,1992,2375,Class 1,685000,47.235.046,1
BROOKLYN,TWO-FAMILY HOME,2,5100,2240,Class 1,665000,51.961.073,1
BROOKLYN,TWO-FAMILY HOME,2,2787,1998,Class 1,685000,4.709.258,1
BROOKLYN,TWO-FAMILY HOME,2,3360,2160,Class 1,740000,5.739.395,1
BROOKLYN,TWO-FAMILY HOME,2,3450,2920,Class 1,859000,13.618.607,1
BROOKLYN,TWO-FAMILY HOME,2,5079,2920,Class 1,879000,1.359.121,1
BROOKLYN,TWO-FAMILY HOME,2,3600,2236,Class 1,805000,31.643.265,1
BROOKLYN,TWO-FAMILY HOME,2,2600,2312,Class 1,625000,41.947.374,1
BROOKLYN,TWO-FAMILY HOME,2,2917,2310,Class 1,810000,32.719.977,1
BROOKLYN,TWO-FAMILY HOME,2,2548,2225,Class 1,735000,12.982.991,1
BROOKLYN,TWO-FAMILY HOME,2,2300,1944,Class 1,575000,57.629.566,1
BROOKLYN,TWO-FAMILY HOME,2,1800,1944,Class 1,599000,57.514.498,1
BROOKLYN,TWO-FAMILY HOME,2,2500,2240,Class 1,620000,57.676.142,1
BROOKLYN,TWO-FAMILY HOME,2,3472,2724,Class 1,945000,33.536.416,1
BROOKLYN,TWO-FAMILY HOME,2,2650,1480,Class 1,670000,52.062.443,1
BROOKLYN,TWO-FAMILY HOME,2,2500,1836,Class 1,760000,52.558.333,1
BROOKLYN,TWO-FAMILY HOME,2,4000,1809,Class 1,750000,87.240.525,1
BROOKLYN,TWO-FAMILY HOME,2,4000,1846,Class 1,775000,52.056.963,1
BROOKLYN,TWO-FAMILY HOME,2,3500,2330,Class 1,785000,37.172.032,1
BROOKLYN,TWO-FAMILY HOME,2,2475,2172,Class 1,675000,42.522.717,1
BROOKLYN,TWO-FAMILY HOME,2,4000,2400,Class 1,875000,52.443.265,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2117,3328,Class 1,720000,46.977.511,2
BROOKLYN,OVER-THREE FAMILY HOME,3,3200,3496,Class 1,650000,46.878.881,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2167,2950,Class 1,725000,46.772.032,1
BROOKLYN,OVER-THREE FAMILY HOME,3,3050,3580,Class 1,638977,47.235.046,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2812,Class 1,800000,56.821.347,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2167,2999,Class 1,755000,5.229.258,1
BROOKLYN,OVER-THREE FAMILY HOME,3,2983,3097,Class 1,425000,42.555.594,1
BROOKLYN,OVER-THREE FAMILY HOME,3,3033,3430,Class 1,700000,42.174.772,1
BROOKLYN,TWO-FAMILY HOME,2,1667,2880,Class 1,200000,118.235.053,2
BROOKLYN,OVER-THREE FAMILY HOME,3,2000,2100,Class 1,1249951,10.696.656,1
BROOKLYN,TWO-FAMILY HOME,2,3639,2680,Class 1,492500,92.621.347,1
BROOKLYN,TWO-FAMILY HOME,2,1903,2475,Class 1,975000,118.292.587,1
BROOKLYN,TWO-FAMILY HOME,2,2003,2070,Class 1,130555,86.985.731,1
BROOKLYN,TWO-FAMILY HOME,2,2003,2060,Class 1,1150000,11.585.971,1
BROOKLYN,TWO-FAMILY HOME,2,2003,2080,Class 1,300000,107.547.382,1
BROOKLYN,TWO-FAMILY HOME,2,1440,1356,Class 1,450000,97.018.607,1
BROOKLYN,TWO-FAMILY HOME,2,1620,1970,Class 1,500000,87.098.059,1
BROOKLYN,TWO-FAMILY HOME,2,2604,2360,Class 1,700000,92.106.279,1
BROOKLYN,TWO-FAMILY HOME,2,2003,2064,Class 1,800000,10.765.971,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2060,Class 1,1100000,116.610.395,1
BROOKLYN,TWO-FAMILY HOME,2,2000,2060,Class 1,999000,11.596.656,1
