BOROUGH,BUILDING_CLASS,RESIDENTIAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,TAX_CLASS,SALE_PRICE,AGE,STORIES
QUEENS,TWO-FAMILY HOME,2,2000,1600,Class 1,270000,62.015.868,1
QUEENS,TWO-FAMILY HOME,2,2000,1600,Class 1,579000,77.333.676,1
QUEENS,TWO-FAMILY HOME,2,3500,1952,Class 1,715000,91.999.429,1
QUEENS,TWO-FAMILY HOME,2,1800,1710,Class 1,405000,82.300.799,1
QUEENS,TWO-FAMILY HOME,2,2000,1472,Class 1,572000,818.871,1
QUEENS,TWO-FAMILY HOME,2,2000,1472,Class 1,465000,81.761.073,1
QUEENS,TWO-FAMILY HOME,2,2500,1584,Class 1,640000,10.859.703,1
QUEENS,TWO-FAMILY HOME,2,1862,1542,Class 1,340000,11.374.772,1
QUEENS,TWO-FAMILY HOME,2,3234,2060,Class 1,501000,97.500.799,1
QUEENS,TWO-FAMILY HOME,2,3234,2176,Class 1,530000,15.054.224,1
QUEENS,TWO-FAMILY HOME,2,2695,1728,Class 1,462006,23.722.831,1
QUEENS,TWO-FAMILY HOME,2,3486,1760,Class 1,530000,91.807.648,1
QUEENS,TWO-FAMILY HOME,2,3124,2304,Class 1,495000,16.700.799,1
QUEENS,TWO-FAMILY HOME,2,2628,2000,Class 1,695000,11.300.799,1
QUEENS,TWO-FAMILY HOME,2,4614,2544,Class 1,670000,24.821.347,1
QUEENS,TWO-FAMILY HOME,2,4000,2016,Class 1,588750,61.996.689,1
QUEENS,TWO-FAMILY HOME,2,4000,1724,Class 1,320000,91.826.826,1
QUEENS,TWO-FAMILY HOME,2,3900,1968,Class 1,589000,77.136.416,1
QUEENS,TWO-FAMILY HOME,2,4816,2732,Class 1,746476,72.254.224,1
QUEENS,TWO-FAMILY HOME,2,3328,1422,Class 1,535000,96.807.648,1
QUEENS,TWO-FAMILY HOME,2,3200,2226,Class 1,593250,9.749.258,1
QUEENS,TWO-FAMILY HOME,2,6000,2056,Class 1,750000,6.739.395,1
QUEENS,TWO-FAMILY HOME,2,6000,2056,Class 1,494000,67.002.169,1
QUEENS,TWO-FAMILY HOME,2,3774,960,Class 1,690000,97.226.826,1
QUEENS,TWO-FAMILY HOME,2,3774,2240,Class 1,216000,16.002.169,1
QUEENS,TWO-FAMILY HOME,2,3870,2250,Class 1,561600,15.330.936,1
QUEENS,TWO-FAMILY HOME,2,3010,1984,Class 1,650000,10.248.744,1
QUEENS,TWO-FAMILY HOME,2,3967,1320,Class 1,770000,57.996.689,1
QUEENS,TWO-FAMILY HOME,2,2923,1660,Class 1,543827,870.871,1
QUEENS,TWO-FAMILY HOME,2,2055,2460,Class 1,690000,11.054.224,1
QUEENS,TWO-FAMILY HOME,2,3800,1126,Class 1,252000,71.884.361,1
QUEENS,TWO-FAMILY HOME,2,4000,1654,Class 1,380000,82.602.169,1
QUEENS,TWO-FAMILY HOME,2,5600,1668,Class 1,640000,87.298.059,1
QUEENS,TWO-FAMILY HOME,2,4400,1575,Class 1,250000,87.643.265,1
QUEENS,TWO-FAMILY HOME,2,3100,1840,Class 1,325000,87.476.142,1
QUEENS,TWO-FAMILY HOME,2,4700,1662,Class 1,216000,67.133.676,1
QUEENS,TWO-FAMILY HOME,2,5000,1099,Class 1,490000,67.476.142,1
QUEENS,TWO-FAMILY HOME,2,3640,929,Class 1,340000,97.580.251,1
QUEENS,TWO-FAMILY HOME,2,3250,1468,Class 1,599000,76.851.484,1
QUEENS,TWO-FAMILY HOME,2,3760,1099,Class 1,363000,67.684.361,1
QUEENS,TWO-FAMILY HOME,2,3760,1099,Class 1,475000,66.944.635,1
QUEENS,TWO-FAMILY HOME,2,3552,2250,Class 1,640700,53.100.799,1
QUEENS,TWO-FAMILY HOME,2,4000,949,Class 1,509000,62.103.539,1
QUEENS,TWO-FAMILY HOME,2,1600,2200,Class 1,495000,8.688.984,1
QUEENS,TWO-FAMILY HOME,2,1125,2240,Class 1,520000,87.226.826,2
QUEENS,TWO-FAMILY HOME,2,1000,2068,Class 1,550000,87.032.306,2
QUEENS,TWO-FAMILY HOME,2,3500,1440,Class 1,889800,86.900.799,1
QUEENS,TWO-FAMILY HOME,2,3570,1047,Class 1,453000,86.939.155,1
QUEENS,TWO-FAMILY HOME,2,4000,1347,Class 1,395000,66.837.785,1
QUEENS,TWO-FAMILY HOME,2,4000,1987,Class 1,675000,97.615.868,1
QUEENS,TWO-FAMILY HOME,2,4000,2385,Class 1,457447,8.189.532,1
QUEENS,TWO-FAMILY HOME,2,1931,1076,Class 1,305000,14.114.498,1
QUEENS,TWO-FAMILY HOME,2,2288,1530,Class 1,545000,56.969.292,1
QUEENS,TWO-FAMILY HOME,2,2310,1530,Class 1,395000,57.067.922,1
QUEENS,TWO-FAMILY HOME,2,4180,1581,Class 1,385000,87.119.977,1
QUEENS,TWO-FAMILY HOME,2,4000,1980,Class 1,455000,96.862.443,1
QUEENS,TWO-FAMILY HOME,2,4400,1560,Class 1,480000,97.166.553,1
QUEENS,TWO-FAMILY HOME,2,2760,1440,Class 1,379236,874.871,1
QUEENS,TWO-FAMILY HOME,2,4000,2358,Class 1,760000,91.804.909,1
QUEENS,TWO-FAMILY HOME,2,1916,1800,Class 1,430000,66.925.457,1
QUEENS,TWO-FAMILY HOME,2,2928,1800,Class 1,435000,6.678.847,1
QUEENS,TWO-FAMILY HOME,2,4686,1800,Class 1,499900,67.361.073,1
QUEENS,TWO-FAMILY HOME,2,2540,1800,Class 1,230000,67.309.018,1
QUEENS,TWO-FAMILY HOME,2,3782,1800,Class 1,469000,67.059.703,1
QUEENS,TWO-FAMILY HOME,2,2408,1800,Class 1,225000,67.111.758,1
QUEENS,TWO-FAMILY HOME,2,1956,1444,Class 1,640000,13.330.936,1
QUEENS,TWO-FAMILY HOME,2,2800,1520,Class 1,436020,12.399.429,1
QUEENS,TWO-FAMILY HOME,2,2800,1520,Class 1,400000,11.961.073,1
QUEENS,TWO-FAMILY HOME,2,3712,2496,Class 1,625000,1.208.984,1
QUEENS,TWO-FAMILY HOME,2,4500,2100,Class 1,541000,57.158.333,1
QUEENS,TWO-FAMILY HOME,2,2880,1890,Class 1,125000,57.303.539,1
QUEENS,TWO-FAMILY HOME,2,2880,1890,Class 1,125000,57.273.402,1
QUEENS,TWO-FAMILY HOME,2,3013,1566,Class 1,440000,87.624.087,1
QUEENS,TWO-FAMILY HOME,2,3109,1860,Class 1,643500,1.969.258,1
QUEENS,TWO-FAMILY HOME,2,3500,1771,Class 1,465000,86.761.073,1
QUEENS,TWO-FAMILY HOME,2,3800,2256,Class 1,611800,87.270.662,1
QUEENS,TWO-FAMILY HOME,2,4704,1834,Class 1,360000,87.109.018,1
QUEENS,TWO-FAMILY HOME,2,4000,1602,Class 1,750000,77.125.457,1
QUEENS,TWO-FAMILY HOME,2,4000,2350,Class 1,635000,30.103.539,1
QUEENS,TWO-FAMILY HOME,2,4000,1440,Class 1,520000,92.147.374,1
QUEENS,TWO-FAMILY HOME,2,4000,2016,Class 1,603000,67.265.183,1
QUEENS,TWO-FAMILY HOME,2,4000,2016,Class 1,669000,7.678.847,1
QUEENS,TWO-FAMILY HOME,2,4000,900,Class 1,730000,85.950.114,1
QUEENS,TWO-FAMILY HOME,2,2926,2082,Class 1,603750,12.0871,1
QUEENS,TWO-FAMILY HOME,2,3853,2072,Class 1,275000,67.481.621,1
QUEENS,TWO-FAMILY HOME,2,2850,1978,Class 1,488000,30.196.689,1
QUEENS,TWO-FAMILY HOME,2,5000,1152,Class 1,660000,92.070.662,1
QUEENS,TWO-FAMILY HOME,2,3800,2070,Class 1,590000,24.355.708,1
QUEENS,TWO-FAMILY HOME,2,4000,1555,Class 1,620000,72.213.128,1
QUEENS,TWO-FAMILY HOME,2,4000,2400,Class 1,760000,6.037.785,1
QUEENS,TWO-FAMILY HOME,2,2272,2100,Class 1,540000,11.185.731,1
QUEENS,TWO-FAMILY HOME,2,4000,1640,Class 1,570000,79.276.142,1
QUEENS,TWO-FAMILY HOME,2,4950,1128,Class 1,790000,92.613.128,1
QUEENS,TWO-FAMILY HOME,2,4950,1128,Class 1,197000,91.950.114,1
QUEENS,TWO-FAMILY HOME,2,3087,2208,Class 1,612250,17.698.059,1
QUEENS,TWO-FAMILY HOME,2,3791,2208,Class 1,612000,18.021.347,1
QUEENS,TWO-FAMILY HOME,2,3525,2200,Class 1,300000,42.599.429,1
QUEENS,TWO-FAMILY HOME,2,2768,2142,Class 1,570000,56.804.909,1
QUEENS,TWO-FAMILY HOME,2,3900,2042,Class 1,690000,32.514.498,1
QUEENS,TWO-FAMILY HOME,2,2700,2304,Class 1,569839,92.325.457,1
QUEENS,TWO-FAMILY HOME,2,2500,1812,Class 1,690000,12.648.744,1
QUEENS,TWO-FAMILY HOME,2,2500,1812,Class 1,205000,11.730.936,1
QUEENS,TWO-FAMILY HOME,2,4906,2400,Class 1,750000,1.235.046,1
QUEENS,TWO-FAMILY HOME,2,4627,2400,Class 1,715000,1.202.169,1
QUEENS,TWO-FAMILY HOME,2,3294,1584,Class 1,497000,102.035.046,1
QUEENS,TWO-FAMILY HOME,2,2300,1632,Class 1,275000,101.766.553,1
QUEENS,TWO-FAMILY HOME,2,2300,1632,Class 1,275000,101.766.553,1
QUEENS,TWO-FAMILY HOME,2,4000,975,Class 1,759000,66.898.059,1
QUEENS,TWO-FAMILY HOME,2,4000,1324,Class 1,509250,82.051.484,1
QUEENS,TWO-FAMILY HOME,2,4000,1324,Class 1,586500,82.500.799,1
QUEENS,TWO-FAMILY HOME,2,3742,2016,Class 1,347500,62.536.416,1
QUEENS,TWO-FAMILY HOME,2,4000,1596,Class 1,770000,66.977.511,1
QUEENS,TWO-FAMILY HOME,2,4950,1156,Class 1,605000,66.752.854,1
QUEENS,TWO-FAMILY HOME,2,3107,1852,Class 1,680400,1.144.635,1
QUEENS,TWO-FAMILY HOME,2,3220,1549,Class 1,680000,87.130.936,1
QUEENS,TWO-FAMILY HOME,2,6000,2420,Class 1,567000,92.306.279,1
QUEENS,TWO-FAMILY HOME,2,4000,2184,Class 1,700000,91.952.854,1
QUEENS,TWO-FAMILY HOME,2,2843,1526,Class 1,250000,97.262.443,1
QUEENS,TWO-FAMILY HOME,2,6000,2658,Class 1,723000,8.699.395,1
QUEENS,TWO-FAMILY HOME,2,2760,1260,Class 1,425000,91.796.689,1
QUEENS,TWO-FAMILY HOME,2,3000,1428,Class 1,385000,96.750.114,1
QUEENS,TWO-FAMILY HOME,2,2850,1920,Class 1,630000,18.478.881,1
QUEENS,TWO-FAMILY HOME,2,4000,1892,Class 1,600000,97.248.744,1
QUEENS,TWO-FAMILY HOME,2,3000,1430,Class 1,260000,96.909.018,1
QUEENS,TWO-FAMILY HOME,2,3000,1570,Class 1,640000,97.613.128,1
QUEENS,TWO-FAMILY HOME,2,3000,1486,Class 1,510000,9.688.984,1
QUEENS,TWO-FAMILY HOME,2,4000,1944,Class 1,520000,72.415.868,1
QUEENS,TWO-FAMILY HOME,2,4000,1950,Class 1,500000,91.807.648,1
QUEENS,TWO-FAMILY HOME,2,2200,1360,Class 1,450000,77.336.416,1
QUEENS,TWO-FAMILY HOME,2,2500,1608,Class 1,550000,92.056.963,1
QUEENS,TWO-FAMILY HOME,2,2917,1500,Class 1,699000,92.067.922,1
QUEENS,TWO-FAMILY HOME,2,3400,1568,Class 1,495000,86.898.059,1
QUEENS,TWO-FAMILY HOME,2,3400,1792,Class 1,706000,87.467.922,1
QUEENS,TWO-FAMILY HOME,2,3400,1792,Class 1,308000,8.699.121,1
QUEENS,TWO-FAMILY HOME,2,2942,1532,Class 1,357869,87.544.635,1
QUEENS,TWO-FAMILY HOME,2,3000,1672,Class 1,501999,97.224.087,1
QUEENS,TWO-FAMILY HOME,2,1175,1152,Class 1,365000,77.010.388,1
QUEENS,TWO-FAMILY HOME,2,2900,1420,Class 1,455000,96.947.374,1
QUEENS,TWO-FAMILY HOME,2,2600,1734,Class 1,265000,47.328.196,1
QUEENS,TWO-FAMILY HOME,2,3100,1216,Class 1,715000,92.621.347,1
QUEENS,TWO-FAMILY HOME,2,3100,1216,Class 1,352000,92.048.744,1
QUEENS,TWO-FAMILY HOME,2,3000,1828,Class 1,599000,91.884.361,1
QUEENS,TWO-FAMILY HOME,2,3000,1774,Class 1,675000,82.637.785,1
QUEENS,TWO-FAMILY HOME,2,2950,1620,Class 1,665000,96.813.128,1
QUEENS,TWO-FAMILY HOME,2,3000,1620,Class 1,539000,82.673.402,1
QUEENS,TWO-FAMILY HOME,2,3000,1620,Class 1,280000,82.262.443,1
QUEENS,TWO-FAMILY HOME,2,2900,1767,Class 1,270000,19.544.635,1
QUEENS,TWO-FAMILY HOME,2,1799,1540,Class 1,342000,72.476.142,1
QUEENS,TWO-FAMILY HOME,2,3000,1564,Class 1,520000,97.385.731,1
QUEENS,TWO-FAMILY HOME,2,3000,1564,Class 1,333500,97.056.963,1
QUEENS,TWO-FAMILY HOME,2,3000,1564,Class 1,250000,96.769.292,1
QUEENS,TWO-FAMILY HOME,2,2500,1552,Class 1,390000,97.235.046,1
QUEENS,TWO-FAMILY HOME,2,4000,1256,Class 1,740000,6.689.532,1
QUEENS,TWO-FAMILY HOME,2,5000,1129,Class 1,895000,72.443.265,1
QUEENS,TWO-FAMILY HOME,2,5000,1129,Class 1,345000,71.750.114,1
QUEENS,TWO-FAMILY HOME,2,2500,2200,Class 1,495000,71.829.566,1
QUEENS,TWO-FAMILY HOME,2,1936,1804,Class 1,292500,71.999.429,1
QUEENS,TWO-FAMILY HOME,2,4000,1584,Class 1,699000,92.629.566,1
QUEENS,TWO-FAMILY HOME,2,4000,1584,Class 1,385000,92.276.142,1
QUEENS,TWO-FAMILY HOME,2,4000,1960,Class 1,160000,76.966.553,1
QUEENS,TWO-FAMILY HOME,2,4000,1658,Class 1,385000,8.229.258,1
QUEENS,TWO-FAMILY HOME,2,4000,1626,Class 1,415000,87.273.402,1
QUEENS,TWO-FAMILY HOME,2,3000,1550,Class 1,455000,91.744.635,1
QUEENS,TWO-FAMILY HOME,2,3000,1403,Class 1,455000,87.448.744,1
QUEENS,TWO-FAMILY HOME,2,3800,2064,Class 1,570000,6.718.847,1
QUEENS,TWO-FAMILY HOME,2,2808,1792,Class 1,369000,72.262.443,1
QUEENS,TWO-FAMILY HOME,2,2567,1476,Class 1,157500,76.818.607,1
QUEENS,TWO-FAMILY HOME,2,3168,1640,Class 1,725000,97.476.142,1
QUEENS,TWO-FAMILY HOME,2,3168,1640,Class 1,195225,97.114.498,1
QUEENS,TWO-FAMILY HOME,2,3038,1640,Class 1,425000,97.177.511,1
QUEENS,TWO-FAMILY HOME,2,4000,2473,Class 1,720000,92.303.539,1
QUEENS,TWO-FAMILY HOME,2,4000,2078,Class 1,643400,9.759.121,1
QUEENS,TWO-FAMILY HOME,2,5000,1197,Class 1,510000,67.684.361,1
QUEENS,TWO-FAMILY HOME,2,5000,1197,Class 1,300000,67.106.279,1
QUEENS,TWO-FAMILY HOME,2,2500,1654,Class 1,416190,972.871,1
QUEENS,TWO-FAMILY HOME,2,3000,1439,Class 1,350000,92.681.621,1
QUEENS,TWO-FAMILY HOME,2,3000,1441,Class 1,457000,92.037.785,1
QUEENS,TWO-FAMILY HOME,2,3000,1441,Class 1,535000,92.478.881,1
QUEENS,TWO-FAMILY HOME,2,3000,1265,Class 1,418000,96.867.922,1
QUEENS,TWO-FAMILY HOME,2,1830,1804,Class 1,418000,6.708.984,1
QUEENS,TWO-FAMILY HOME,2,4000,1764,Class 1,165000,82.117.237,1
QUEENS,TWO-FAMILY HOME,2,3200,2300,Class 1,379000,92.265.183,1
QUEENS,TWO-FAMILY HOME,2,3000,2112,Class 1,690000,12.152.854,1
QUEENS,TWO-FAMILY HOME,2,3500,1277,Class 1,351000,7.219.121,1
QUEENS,TWO-FAMILY HOME,2,3142,1188,Class 1,375000,87.015.868,1
QUEENS,TWO-FAMILY HOME,2,2500,1616,Class 1,455000,92.306.279,1
QUEENS,TWO-FAMILY HOME,2,2500,1616,Class 1,315000,91.952.854,1
QUEENS,TWO-FAMILY HOME,2,5000,1547,Class 1,575000,86.843.265,1
QUEENS,TWO-FAMILY HOME,2,2500,1872,Class 1,690000,107.344.642,1
QUEENS,TWO-FAMILY HOME,2,4000,2076,Class 1,535000,8.208.984,1
QUEENS,TWO-FAMILY HOME,2,4000,2076,Class 1,170000,81.744.635,1
QUEENS,TWO-FAMILY HOME,2,2500,1440,Class 1,450000,15.136.416,1
QUEENS,TWO-FAMILY HOME,2,3050,2304,Class 1,556400,92.037.785,1
QUEENS,TWO-FAMILY HOME,2,3100,1820,Class 1,749217,92.624.087,1
QUEENS,TWO-FAMILY HOME,2,2430,1872,Class 1,309000,13.311.758,1
QUEENS,TWO-FAMILY HOME,2,2525,1620,Class 1,580000,67.322.717,1
QUEENS,TWO-FAMILY HOME,2,2970,1528,Class 1,495000,92.344.635,1
QUEENS,TWO-FAMILY HOME,2,2970,1528,Class 1,200000,91.804.909,1
QUEENS,TWO-FAMILY HOME,2,3100,1737,Class 1,460000,92.670.662,1
QUEENS,TWO-FAMILY HOME,2,1856,1830,Class 1,630000,10.725.457,1
QUEENS,TWO-FAMILY HOME,2,2858,1760,Class 1,424000,92.210.388,1
QUEENS,TWO-FAMILY HOME,2,3570,1440,Class 1,300000,77.372.032,1
QUEENS,TWO-FAMILY HOME,2,2500,1664,Class 1,630000,62.498.059,1
QUEENS,TWO-FAMILY HOME,2,2300,1172,Class 1,360000,87.218.607,1
QUEENS,TWO-FAMILY HOME,2,4000,2142,Class 1,200000,87.456.963,1
QUEENS,TWO-FAMILY HOME,2,2600,1596,Class 1,313750,87.029.566,1
QUEENS,TWO-FAMILY HOME,2,5000,1836,Class 1,580000,87.177.511,1
QUEENS,TWO-FAMILY HOME,2,2950,1303,Class 1,600000,10.766.553,1
QUEENS,TWO-FAMILY HOME,2,4000,1518,Class 1,625000,6.699.395,1
QUEENS,TWO-FAMILY HOME,2,3498,1720,Class 1,465000,92.029.566,1
QUEENS,TWO-FAMILY HOME,2,3520,2200,Class 1,460000,51.813.128,1
QUEENS,OVER-THREE FAMILY HOME,3,1773,3120,Class 1,700000,11.982.991,2
QUEENS,OVER-THREE FAMILY HOME,4,2000,2600,Class 2,485000,86.706.279,1
QUEENS,TWO-FAMILY HOME,2,2960,2128,Class 1,362500,92.243.265,1
QUEENS,TWO-FAMILY HOME,2,2340,3300,Class 1,400000,87.514.498,1
QUEENS,TWO-FAMILY HOME,2,2340,3300,Class 1,400000,87.514.498,1
QUEENS,TWO-FAMILY HOME,2,1863,2200,Class 1,935000,76.813.128,1
QUEENS,TWO-FAMILY HOME,2,2100,1634,Class 1,425000,6.719.121,1
QUEENS,TWO-FAMILY HOME,2,1710,1676,Class 1,510000,87.470.662,1
QUEENS,TWO-FAMILY HOME,2,2000,1592,Class 1,625000,77.544.635,1
QUEENS,TWO-FAMILY HOME,2,2008,1280,Class 1,825000,87.106.279,1
QUEENS,OVER-THREE FAMILY HOME,3,2000,2800,Class 1,760000,66.955.594,1
QUEENS,OVER-THREE FAMILY HOME,3,2317,2090,Class 1,400000,86.758.333,1
QUEENS,OVER-THREE FAMILY HOME,4,2359,2992,Class 2,1330000,89.585.731,1
QUEENS,OVER-THREE FAMILY HOME,4,2000,3200,Class 2,1170000,85.747.374,2
QUEENS,OVER-THREE FAMILY HOME,6,2800,5280,Class 2,286536,86.322.717,2
QUEENS,OVER-THREE FAMILY HOME,6,2800,5280,Class 2,286536,86.322.717,2
QUEENS,OVER-THREE FAMILY HOME,6,2800,5280,Class 2,238780,86.237.785,2
QUEENS,OVER-THREE FAMILY HOME,6,2800,5280,Class 2,238780,86.237.785,2
QUEENS,OVER-THREE FAMILY HOME,6,2375,4380,Class 2,1430000,93.944.635,2
QUEENS,OVER-THREE FAMILY HOME,6,2750,5346,Class 2,1200000,8.858.847,2
QUEENS,TWO-FAMILY HOME,2,2650,1653,Class 1,752000,102.035.046,1
QUEENS,TWO-FAMILY HOME,2,4500,1449,Class 1,927000,72.539.155,1
QUEENS,TWO-FAMILY HOME,2,4147,1810,Class 1,535000,102.180.251,1
QUEENS,TWO-FAMILY HOME,2,4264,1751,Class 1,838000,92.509.018,1
QUEENS,TWO-FAMILY HOME,2,3696,2612,Class 1,595000,81.972.032,1
QUEENS,TWO-FAMILY HOME,2,2500,1566,Class 1,830000,82.676.142,1
QUEENS,TWO-FAMILY HOME,2,3000,1958,Class 1,935000,82.678.881,1
QUEENS,TWO-FAMILY HOME,2,2500,1392,Class 1,162956,77.467.922,1
QUEENS,TWO-FAMILY HOME,2,2742,2208,Class 1,880000,57.100.799,1
QUEENS,TWO-FAMILY HOME,2,1967,1412,Class 1,730000,87.547.374,1
QUEENS,TWO-FAMILY HOME,2,2500,1552,Class 1,825000,8.689.258,1
QUEENS,TWO-FAMILY HOME,2,3000,1184,Class 1,900000,91.933.676,1
QUEENS,TWO-FAMILY HOME,2,3343,1829,Class 1,900000,87.207.648,1
QUEENS,TWO-FAMILY HOME,2,3348,2640,Class 1,230000,57.418.607,1
QUEENS,TWO-FAMILY HOME,2,2250,1980,Class 1,200000,62.172.032,1
QUEENS,TWO-FAMILY HOME,2,2060,1673,Class 1,480000,61.859.703,1
QUEENS,TWO-FAMILY HOME,2,2300,1840,Class 1,775000,62.114.498,1
QUEENS,TWO-FAMILY HOME,2,1972,1655,Class 1,300000,62.629.566,1
QUEENS,TWO-FAMILY HOME,2,2402,2320,Class 1,690000,92.476.142,1
QUEENS,TWO-FAMILY HOME,2,1880,1540,Class 1,720000,6.259.121,1
QUEENS,TWO-FAMILY HOME,2,1880,2750,Class 1,805000,57.163.813,1
QUEENS,TWO-FAMILY HOME,2,2018,1442,Class 1,555000,97.081.621,1
QUEENS,TWO-FAMILY HOME,2,2000,1410,Class 1,510000,96.848.744,1
QUEENS,TWO-FAMILY HOME,2,2018,1412,Class 1,352000,107.191.217,1
QUEENS,TWO-FAMILY HOME,2,2723,2155,Class 1,790000,97.706.279,1
QUEENS,TWO-FAMILY HOME,2,2521,2040,Class 1,630000,976.871,1
QUEENS,TWO-FAMILY HOME,2,2000,2160,Class 1,760000,106.854.231,1
QUEENS,TWO-FAMILY HOME,2,2042,2112,Class 1,565000,86.859.703,1
QUEENS,TWO-FAMILY HOME,2,2000,2240,Class 1,600000,96.807.648,1
QUEENS,TWO-FAMILY HOME,2,2521,2124,Class 1,728000,91.802.169,1
QUEENS,TWO-FAMILY HOME,2,2017,2048,Class 1,730000,116.196.697,1
QUEENS,TWO-FAMILY HOME,2,2020,2256,Class 1,915000,97.706.279,1
QUEENS,TWO-FAMILY HOME,2,2018,2128,Class 1,510000,107.248.751,1
QUEENS,TWO-FAMILY HOME,2,2018,2128,Class 1,501000,106.791.217,1
QUEENS,TWO-FAMILY HOME,2,1916,1796,Class 1,635000,106.810.395,1
QUEENS,TWO-FAMILY HOME,2,1823,2096,Class 1,620000,102.582.991,1
QUEENS,TWO-FAMILY HOME,2,1907,2310,Class 1,875000,96.867.922,1
QUEENS,TWO-FAMILY HOME,2,2018,1328,Class 1,480000,102.199.429,1
QUEENS,TWO-FAMILY HOME,2,4033,2804,Class 1,895000,107.273.409,1
QUEENS,TWO-FAMILY HOME,2,4033,2579,Class 1,850000,106.815.875,1
QUEENS,TWO-FAMILY HOME,2,4000,2198,Class 1,840000,97.339.155,1
QUEENS,TWO-FAMILY HOME,2,4033,2782,Class 1,890000,97.618.607,1
QUEENS,TWO-FAMILY HOME,2,3600,1548,Class 1,752000,9.688.984,1
QUEENS,TWO-FAMILY HOME,2,3600,2676,Class 1,740000,111.950.121,1
QUEENS,TWO-FAMILY HOME,2,3600,2523,Class 1,930000,107.270.669,1
QUEENS,TWO-FAMILY HOME,2,2726,1603,Class 1,620000,92.114.498,1
QUEENS,TWO-FAMILY HOME,2,1618,2120,Class 1,865000,118.648.751,1
QUEENS,TWO-FAMILY HOME,2,1770,1575,Class 1,641000,96.782.991,1
QUEENS,TWO-FAMILY HOME,2,2035,1748,Class 1,534581,97.706.279,1
QUEENS,TWO-FAMILY HOME,2,1376,1692,Class 1,650000,117.898.066,1
QUEENS,TWO-FAMILY HOME,2,1811,1488,Class 1,610000,97.404.909,1
QUEENS,TWO-FAMILY HOME,2,2000,3192,Class 1,790000,115.856.971,2
QUEENS,TWO-FAMILY HOME,2,1900,3192,Class 1,780000,116.667.929,2
QUEENS,TWO-FAMILY HOME,2,2396,2100,Class 1,448000,107.596.697,1
QUEENS,TWO-FAMILY HOME,2,2396,2100,Class 1,390000,107.037.792,1
QUEENS,TWO-FAMILY HOME,2,2375,2100,Class 1,745000,107.352.861,1
QUEENS,TWO-FAMILY HOME,2,2522,1328,Class 1,300000,107.528.203,1
QUEENS,TWO-FAMILY HOME,2,2500,1236,Class 1,440000,97.676.142,1
QUEENS,TWO-FAMILY HOME,2,2800,2320,Class 1,650000,97.040.525,1
QUEENS,TWO-FAMILY HOME,2,2300,1542,Class 1,690000,97.177.511,1
QUEENS,TWO-FAMILY HOME,2,1947,1171,Class 1,500000,107.084.368,1
QUEENS,TWO-FAMILY HOME,2,2500,2248,Class 1,645000,106.810.395,1
QUEENS,TWO-FAMILY HOME,2,2000,2080,Class 1,640000,116.467.929,1
QUEENS,TWO-FAMILY HOME,2,1731,1836,Class 1,660000,116.618.614,1
QUEENS,TWO-FAMILY HOME,2,2218,2052,Class 1,662000,97.514.498,1
QUEENS,TWO-FAMILY HOME,2,2523,1848,Class 1,760000,96.813.128,1
QUEENS,TWO-FAMILY HOME,2,2523,1620,Class 1,540000,107.182.998,1
QUEENS,TWO-FAMILY HOME,2,2523,1404,Class 1,380000,107.615.875,1
QUEENS,TWO-FAMILY HOME,2,2342,2250,Class 1,430000,10.725.971,1
QUEENS,TWO-FAMILY HOME,2,2500,1920,Class 1,665000,115.936.423,1
QUEENS,TWO-FAMILY HOME,2,2500,2040,Class 1,768000,116.602.176,1
QUEENS,TWO-FAMILY HOME,2,2500,1388,Class 1,506000,116.202.176,1
QUEENS,TWO-FAMILY HOME,2,2500,1840,Class 1,520000,116.393.957,1
QUEENS,TWO-FAMILY HOME,2,2500,1284,Class 1,520000,97.224.087,1
QUEENS,TWO-FAMILY HOME,2,3000,2024,Class 1,200000,97.213.128,1
QUEENS,TWO-FAMILY HOME,2,2017,2000,Class 1,720000,116.648.751,1
QUEENS,TWO-FAMILY HOME,2,2018,2160,Class 1,728000,115.892.587,1
QUEENS,TWO-FAMILY HOME,2,2017,1308,Class 1,575000,10.696.108,1
QUEENS,TWO-FAMILY HOME,2,2500,2200,Class 1,739000,97.481.621,1
QUEENS,TWO-FAMILY HOME,2,2000,2280,Class 1,750000,11.586.245,1
QUEENS,TWO-FAMILY HOME,2,1925,1944,Class 1,660000,96.867.922,1
QUEENS,TWO-FAMILY HOME,2,2000,1710,Class 1,680000,97.541.895,1
QUEENS,TWO-FAMILY HOME,2,1878,1968,Class 1,570000,10.198.847,1
QUEENS,TWO-FAMILY HOME,2,3042,1768,Class 1,400000,77.199.429,1
QUEENS,TWO-FAMILY HOME,2,4000,1839,Class 1,785000,86.977.511,1
QUEENS,TWO-FAMILY HOME,2,4000,3018,Class 1,810000,115.991.217,1
QUEENS,TWO-FAMILY HOME,2,3000,2296,Class 1,877000,116.621.354,1
QUEENS,TWO-FAMILY HOME,2,3000,2296,Class 1,560000,116.092.587,1
QUEENS,TWO-FAMILY HOME,2,3000,1791,Class 1,725000,11.616.108,1
QUEENS,TWO-FAMILY HOME,2,4000,2475,Class 1,856000,116.541.902,1
QUEENS,TWO-FAMILY HOME,2,1700,1214,Class 1,430000,97.270.662,1
